2017-10-01,3.4985,3.481,3.44,3.438,0.02089397991294382,0.024187806946682867,0.019047395202494224,0.020360474345162003,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2017-11-01,3.496,3.474,3.437,3.426,0.021592477297429306,0.025771104346535095,0.019683033221787744,0.02174915932260371,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2017-12-01,3.4924999999999997,3.48,,3.414,0.020531264331806257,0.0249784166031396,,0.022461261586117554,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2018-01-01,3.4855,3.465,,3.394,0.02266339896225851,0.02336653804588947,,0.020928226719911076,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2018-02-01,3.4855,3.466,,3.381,0.021561067981955347,0.021866029690824074,,0.020183214979036416,MHD|THD,RPB,,CGO,Medusa||Medusa|,Medusa,,Medusa||
2018-03-01,3.479,3.446,3.405,3.372,0.02264492490802299,0.024094962063468787,0.02320287745625529,0.02086236803816863,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2018-04-01,3.4850000000000003,3.438,3.396,3.368,0.022289351947735046,0.02252884629891198,0.020934224796729396,0.02085041749605988,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2018-05-01,3.4555,3.433,3.378,3.367,0.024120105302889952,0.021769558829016263,0.020880307592561945,0.020139895223411666,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2018-06-01,3.447,3.416,3.372,3.364,0.021087784340940136,0.01896736263796314,0.018821222068718065,0.02013062371214563,THD,RPB,SMO,CGO,||Medusa|,Medusa,Medusa,Medusa||
2018-07-01,3.428,3.405,3.366,3.364,0.02250065314963101,0.020961238566697342,0.02013680427575339,0.021569469419529076,THD,RPB,SMO,CGO,||Medusa|,Medusa,Medusa,Medusa||
2018-08-01,3.408,3.386,3.359,3.371,0.019589574762102418,0.0188676383270403,0.02082355564475001,0.023110900503658438,THD,RPB,SMO,CGO,||Medusa|,Medusa,Medusa,Medusa||
2018-09-01,3.3920000000000003,3.393,3.352,3.375,0.02395286470049042,0.02240234768969538,0.018755049052455182,0.020164638758232194,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2018-10-01,3.395,3.395,3.346,3.366,0.023960722072800728,0.019547792771819533,0.018111012915902853,0.02157523780726414,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2018-11-01,3.4055,,3.332,3.351,0.025192984843453937,,0.0193463206258968,0.022285150358254263,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2018-12-01,3.4055,,3.326,3.334,0.02320423421107665,,0.02001353250278421,0.02148317086558686,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2019-01-01,3.4025,3.4,3.325,3.318,0.021314521940745,0.02024214415520253,0.02298735535571676,0.02219366357229018,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-02-01,3.394,3.383,3.318,3.304,0.02165619250099149,0.022374367021437722,0.023760444077499897,0.022155011438498514,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-03-01,3.3865,3.364,3.299,3.293,0.02163447220993616,0.02232133533281555,0.019930732161413438,0.022124709444645823,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-04-01,3.3855,3.374,3.293,3.284,0.02354092550267512,0.023905812415393874,0.02062771843927486,0.02134029731376768,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-05-01,3.3705,,3.28,3.285,0.022339458295189255,,0.017886386331509223,0.020604119739751077,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2019-06-01,3.3565,,3.27,3.28,0.021547854781915066,,0.018485446194236158,0.022088974987536203,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2019-07-01,3.332,,3.274,3.269,0.023006088797533575,,0.020571721251271127,0.021297671583767087,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2019-08-01,3.3099999999999996,,3.277,3.266,0.020677966268470408,,0.01986351175421909,0.020548195016594523,MHD|THD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2019-09-01,3.3,3.28,3.261,3.269,0.019244638214318294,0.026980044773869446,0.01845602604273195,0.019839123339754707,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-10-01,3.2969999999999997,3.283,3.25,3.263,0.020279057286027868,0.029585247431955,0.019781320102561405,0.021280652123701473,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-11-01,3.3040000000000003,3.288,3.234,3.254,0.02066021616150228,0.027854880264686115,0.020454398021941392,0.019793475208765135,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2019-12-01,3.3005,3.287,3.23,3.236,0.01993532346420544,0.023680641520237578,0.021952319262437854,0.020460245820615158,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-01-01,3.2904999999999998,3.278,3.21,3.217,0.018552585957825395,0.02697555006223228,0.0243006750729275,0.021150760166244616,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-02-01,3.2889999999999997,3.268,3.218,3.199,0.01920978821564673,0.026104979328856016,0.020407685776687175,0.021868225407883468,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-03-01,3.278,3.266,3.205,3.192,0.019866562389099934,0.020548195016594523,0.019645094610360115,0.022636079505073313,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-04-01,3.2725,3.256,3.194,3.186,0.021307607750812852,0.021260818437680143,0.02033785263099327,0.02183310605571273,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-05-01,3.2625,3.252,3.187,3.18,0.02090588019104912,0.02201229358699361,0.019590874324797246,0.022604828599217468,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-06-01,3.252,3.227,3.172,3.18,0.019787396720134763,0.02517034269154872,0.02179538226689314,0.022604828599217468,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-07-01,3.23,3.214,3.168,3.179,0.019023783035978938,0.023494636154663046,0.021784622598521187,0.021814231549380784,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-08-01,3.2135,3.201,3.168,3.167,0.020029690606759257,0.02346179776764773,0.022573652379710287,0.022571057742383275,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-09-01,3.2135,3.18,3.164,3.161,0.0215218146493854,0.02422763455230411,0.020250962126279335,0.020994061524393034,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-10-01,3.2135,3.175,3.15,3.159,0.0215218146493854,0.021803457437984463,0.020963468820784408,0.0225503194143675,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-11-01,3.2055,3.171,3.141,3.148,0.020005974290758746,0.02179269157515886,0.018746203340676747,0.02415024068120233,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2020-12-01,3.205,3.182,3.136,3.131,0.02000449305156219,0.023413960424498885,0.018730718914126067,0.021685489316360836,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-01-01,3.1955,3.175,3.124,3.117,0.02185876168547752,0.021803457437984463,0.022459983576129345,0.022441993886684847,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-02-01,3.1975,3.171,3.127,3.1,0.020719359921640916,0.0202711964641952,0.02750995465663293,0.021602983590235863,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-03-01,3.1945,3.171,3.11,3.098,0.020339304592893535,0.0202711964641952,0.025745623492158816,0.021597678068718408,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-04-01,3.1955,3.162,3.099,3.095,0.020713654009433004,0.02024518539208767,0.02239585409155007,0.02081144330050177,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-05-01,3.183,3.157,3.093,3.09,0.022216688133247946,0.020982929728948718,0.01791332855752945,0.022372848924533503,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-06-01,3.1615,3.152,3.086,3.092,0.021378939889585266,0.020969026514361607,0.01661588372732549,0.020803196373634508,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2021-07-01,3.1465,3.151,3.077,3.095,0.02414662599624428,0.018777207739437723,0.017206452487657065,0.020052834519089815,MHD|THD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
