# AGAGE data for CFC-115
# Created by lw13938 on 2022-08-17 21:48:10.505171
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# JFJ 
#   1. Medusa
#------------------
# MHD 
#   1. Medusa
#------------------
# THD 
#   1. Medusa
#------------------
# SMO 
#   1. Medusa
#------------------
# CGO 
#   1. Medusa
#   3. Archive
#  Instruments combined in above order of preference
#------------------
# SCALE: SIO-05
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
2013-01-01,8.420333333333334,,8.408999999999999,8.425,0.039,,0.084,0.040999999999999995,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2013-02-01,8.425,,8.394,8.433,0.043666666666666666,,0.07200000000000001,0.042,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2013-03-01,8.421666666666667,,,8.433,0.041,,,0.04,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2013-04-01,8.428333333333333,,,8.434,0.035,,,0.051,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2013-05-01,8.432,,,8.415,0.03766666666666666,,,0.043,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2013-06-01,8.433,,,8.418,0.03933333333333334,,,0.035,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2013-07-01,8.429333333333334,,8.406,8.425,0.04133333333333333,,0.028999999999999998,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2013-08-01,8.4315,,8.406,8.422,0.036500000000000005,,0.028999999999999998,0.042,THD|JFJ,,SMO,CGO,Medusa||Medusa,,Medusa,Medusa
2013-09-01,8.412333333333333,,8.408999999999999,8.429,0.030333333333333334,,0.024,0.045,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2013-10-01,8.422333333333333,,8.42,8.43,0.03666666666666667,,0.033,0.04,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2013-11-01,8.4255,,8.421,8.425,0.029,,0.035,0.040999999999999995,THD|MHD,,SMO,CGO,|Medusa|Medusa,,Medusa,Medusa
2013-12-01,8.418666666666667,,8.42,8.408,0.04066666666666666,,0.033,0.039,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-01-01,8.419666666666666,,8.424,8.405,0.04766666666666667,,0.024,0.05,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-02-01,8.427666666666667,,8.429,8.407,0.04833333333333333,,0.025,0.047,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-03-01,8.435666666666668,,8.447000000000001,8.404,0.043333333333333335,,0.025,0.045,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-04-01,8.441666666666666,,8.427,8.396,0.043333333333333335,,0.027000000000000003,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-05-01,8.434333333333333,,8.412,8.406,0.04066666666666666,,0.027999999999999997,0.042,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-06-01,8.450000000000001,,8.41,8.413,0.036333333333333336,,0.027000000000000003,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-07-01,8.441666666666665,,8.415,8.419,0.03466666666666667,,0.027999999999999997,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-08-01,8.441666666666666,,8.411,8.421,0.03666666666666667,,0.027000000000000003,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-09-01,8.445,,8.419,8.432,0.04033333333333334,,0.027000000000000003,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-10-01,8.450333333333333,,8.418,8.435,0.04133333333333333,,0.027000000000000003,0.032,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-11-01,8.450999999999999,,8.424,8.439,0.04466666666666667,,0.03,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2014-12-01,8.455,,8.426,8.429,0.042333333333333334,,0.027000000000000003,0.032,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-01-01,8.465666666666667,,8.441,8.43,0.041666666666666664,,0.037000000000000005,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-02-01,8.463,,8.445,8.424,0.04033333333333334,,0.038,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-03-01,8.466,,8.446,8.425,0.037333333333333336,,0.042,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-04-01,8.467333333333334,,8.453,8.426,0.04133333333333334,,0.042,0.040999999999999995,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-05-01,8.480666666666666,,8.447000000000001,8.435,0.041,,0.040999999999999995,0.043,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-06-01,8.478333333333333,,8.447000000000001,8.456,0.042333333333333334,,0.044000000000000004,0.049,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-07-01,8.470666666666666,,8.484,8.467,0.03866666666666666,,0.05,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-08-01,8.472666666666667,,8.471,8.476,0.04,,0.055999999999999994,0.043,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-09-01,8.482,,8.458,8.481,0.041,,0.05,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-10-01,8.484,,8.457,8.481,0.041666666666666664,,0.055,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-11-01,8.494333333333334,,8.457,8.481,0.043666666666666666,,0.035,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2015-12-01,8.518666666666666,,8.458,8.469,0.04733333333333334,,0.038,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-01-01,8.519333333333334,,8.468,8.469,0.04966666666666667,,0.036000000000000004,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-02-01,8.510666666666667,,8.479,8.472000000000001,0.04666666666666667,,0.032,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-03-01,8.522333333333334,,8.481,8.474,0.04666666666666667,,0.035,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-04-01,8.526666666666666,,8.481,8.472000000000001,0.03466666666666667,,0.034,0.040999999999999995,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-05-01,8.529666666666667,,8.472000000000001,8.47,0.035333333333333335,,0.034,0.04,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-06-01,8.526666666666666,,8.475,8.472999999999999,0.034999999999999996,,0.038,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-07-01,8.535666666666668,,8.479,8.478,0.039,,0.035,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-08-01,8.541333333333334,,8.477,8.48,0.03933333333333334,,0.037000000000000005,0.040999999999999995,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-09-01,8.536000000000001,,8.472000000000001,8.499,0.037333333333333336,,0.036000000000000004,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-10-01,8.541333333333332,,8.478,8.502,0.03966666666666667,,0.035,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-11-01,8.554,,8.486,8.5,0.04133333333333333,,0.032,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2016-12-01,8.558333333333334,,8.49,8.491,0.04466666666666667,,0.035,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-01-01,8.562,,8.488999999999999,8.496,0.04666666666666667,,0.037000000000000005,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-02-01,8.564666666666668,,8.512,8.488,0.04900000000000001,,0.037000000000000005,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-03-01,8.578999999999999,,8.503,8.482999999999999,0.04966666666666667,,0.04,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-04-01,8.580666666666668,,8.506,8.49,0.04900000000000001,,0.037000000000000005,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-05-01,8.579666666666666,,8.519,8.497,0.04933333333333333,,0.038,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-06-01,8.587666666666665,,8.519,8.503,0.04666666666666667,,0.037000000000000005,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-07-01,8.599333333333334,,8.529,8.511000000000001,0.04766666666666667,,0.039,0.04,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-08-01,8.603666666666667,,8.524,8.521,0.043000000000000003,,0.037000000000000005,0.032,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-09-01,8.616666666666665,,8.535,8.533,0.045000000000000005,,0.039,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-10-01,8.614666666666666,,8.544,8.525,0.03866666666666666,,0.035,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-11-01,8.624,,8.543,8.525,0.037666666666666675,,0.034,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2017-12-01,8.632,,,8.532,0.03833333333333334,,,0.032,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2018-01-01,8.633666666666667,,,8.537,0.044333333333333336,,,0.032,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2018-02-01,8.652666666666667,,,8.535,0.042333333333333334,,,0.037000000000000005,MHD|THD|JFJ,,,CGO,Medusa|Medusa|Medusa,,,Medusa
2018-03-01,8.656333333333334,,8.585,8.546,0.041333333333333326,,0.037000000000000005,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2018-04-01,8.664333333333333,,8.582,8.552,0.041,,0.034,0.046,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2018-05-01,8.655,,8.601,8.561,0.04566666666666667,,0.036000000000000004,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2018-06-01,8.6525,,8.607999999999999,8.565,0.047,,0.035,0.033,THD|JFJ,,SMO,CGO,Medusa||Medusa,,Medusa,Medusa
2018-07-01,8.665,,8.609,8.572000000000001,0.049,,0.032,0.033,THD|JFJ,,SMO,CGO,Medusa||Medusa,,Medusa,Medusa
2018-08-01,8.67,,8.609,8.572000000000001,0.048,,0.033,0.034,THD|JFJ,,SMO,CGO,Medusa||Medusa,,Medusa,Medusa
2018-09-01,8.65933333333333,,8.607999999999999,8.581,0.043333333333333335,,0.034,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2018-10-01,8.668333333333331,,8.633,8.572000000000001,0.043333333333333335,,0.052000000000000005,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2018-11-01,8.657666666666666,,8.633,8.589,0.04466666666666667,,0.042,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2018-12-01,8.659333333333334,,8.63,8.596,0.044333333333333336,,0.035,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-01-01,8.667333333333332,,8.65,8.593,0.04033333333333333,,0.032,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-02-01,8.678333333333335,,8.646,8.597000000000001,0.039,,0.036000000000000004,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-03-01,8.682666666666668,,8.642999999999999,8.602,0.039,,0.034,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-04-01,8.685,,8.632,8.587,0.03833333333333334,,0.026000000000000002,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-05-01,8.695333333333332,,8.639,8.602,0.03833333333333334,,0.034,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-06-01,8.706000000000001,,8.637,8.601,0.03900000000000001,,0.03,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-07-01,8.708,,8.651,8.616,0.043666666666666666,,0.036000000000000004,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-08-01,8.713666666666667,,8.665,8.626,0.03866666666666666,,0.037000000000000005,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-09-01,8.715333333333334,,8.672,8.656,0.039,,0.031,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-10-01,8.715333333333332,,8.672,8.648,0.03866666666666666,,0.037000000000000005,0.04,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-11-01,8.717666666666666,,8.675,8.657,0.037333333333333336,,0.04,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2019-12-01,8.716000000000001,,8.689,8.664,0.03766666666666667,,0.036000000000000004,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-01-01,8.721,,8.677999999999999,8.66,0.035500000000000004,,0.031,0.035,THD|MHD,,SMO,CGO,|Medusa|Medusa,,Medusa,Medusa
2020-02-01,8.7285,,8.706,8.642000000000001,0.034,,0.028999999999999998,0.036000000000000004,THD|MHD,,SMO,CGO,|Medusa|Medusa,,Medusa,Medusa
2020-03-01,8.724000000000002,,8.703,8.644,0.03933333333333334,,0.028999999999999998,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-04-01,8.735333333333335,,8.702,8.652999999999999,0.037333333333333336,,0.031,0.039,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-05-01,8.741333333333335,,8.702,8.666,0.03833333333333334,,0.033,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-06-01,8.742333333333333,,8.69,8.649,0.037666666666666675,,0.040999999999999995,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-07-01,8.735666666666667,,8.697000000000001,8.654,0.037333333333333336,,0.039,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-08-01,8.726666666666667,,8.701,8.67,0.03666666666666666,,0.042,0.038,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-09-01,8.730333333333334,,8.704,8.68,0.042,,0.035,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-10-01,8.734666666666667,,8.69,8.685,0.052333333333333336,,0.035,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-11-01,8.731,,8.684,8.677,0.042333333333333334,,0.033,0.037000000000000005,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2020-12-01,8.729666666666667,,8.686,8.684,0.04599999999999999,,0.032,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-01-01,8.721333333333334,,8.696,8.679,0.05533333333333334,,0.035,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-02-01,8.733333333333333,,8.716000000000001,8.703,0.05266666666666667,,0.036000000000000004,0.03,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-03-01,8.745666666666667,,8.715,8.711,0.04633333333333334,,0.028999999999999998,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-04-01,8.762,,8.708,8.699,0.043666666666666666,,0.035,0.04,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-05-01,8.814,,8.713,8.693,0.03833333333333334,,0.03,0.035,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-06-01,8.799,,8.699,8.704,0.03950000000000001,,0.025,0.033,THD|MHD,,SMO,CGO,|Medusa|Medusa,,Medusa,Medusa
2021-07-01,8.788000000000002,,8.699,8.706,0.04133333333333333,,0.027000000000000003,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-08-01,8.784333333333334,,8.709,8.721,0.044333333333333336,,0.032,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-09-01,8.793333333333331,,8.715,8.724,0.04633333333333334,,0.027999999999999997,0.034,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-10-01,8.797666666666666,,8.708,8.725,0.04666666666666667,,0.031,0.032,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-11-01,8.802333333333333,,8.72,8.731,0.04866666666666667,,0.034,0.031,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2021-12-01,8.810666666666666,,8.753,8.735,0.051666666666666666,,0.031,0.036000000000000004,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-01-01,8.834666666666665,,8.74,8.746,0.049999999999999996,,0.043,0.033,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-02-01,8.844000000000001,,8.757,8.729,0.04733333333333334,,0.040999999999999995,0.043,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-03-01,8.848666666666666,,8.761000000000001,8.734,0.044333333333333336,,0.040999999999999995,0.045,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-04-01,8.851333333333335,,8.747,8.748,0.04566666666666667,,0.036000000000000004,0.042,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-05-01,8.900333333333334,,8.745,8.783999999999999,0.043333333333333335,,0.043,0.042,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-06-01,8.911,,8.755,8.785,0.04833333333333334,,0.047,0.040999999999999995,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-07-01,8.932666666666668,,8.765,8.782,0.046000000000000006,,0.042,0.042,MHD|THD|JFJ,,SMO,CGO,Medusa|Medusa|Medusa,,Medusa,Medusa
2022-08-01,8.974499999999999,,8.781,8.788,0.0405,,0.043,0.039,THD|MHD,,SMO,CGO,|Medusa|Medusa,,Medusa,Medusa
