# Emissions set to 1 Gg/yr 
# UNITS: Gg/yr 
Year,box_0,box_1,box_2,box_3
1930,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1931,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1932,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1933,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1934,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1935,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1936,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1937,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1938,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1939,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1940,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1941,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1942,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1943,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1944,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1945,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1946,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1947,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1948,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1949,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1950,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1951,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1952,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1953,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1954,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1955,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1956,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1957,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1958,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1959,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1960,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1961,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1962,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1963,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1964,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1965,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1966,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1967,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1968,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1969,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1970,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1971,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1972,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1973,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1974,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1975,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1976,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1977,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1978,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1979,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1980,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1981,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1982,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1983,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1984,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1985,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1986,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1987,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1988,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1989,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1990,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1991,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1992,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1993,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1994,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1995,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1996,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1997,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1998,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
1999,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
2000,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
2001,0.8498265808398638,0.18939642623204658,0.095340192545587,0.07556734174848172
